genome_id	antibiotic	phenotype	method	measurement	unit
573.26146	cefepime	S	Broth dilution		
573.49006	cefepime	R	Computational Prediction		
573.49062	cefepime	R	Computational Prediction		
573.13122	cefepime	R	Broth dilution	>16	mg/L
573.13907	cefepime	R	Broth dilution	>16	mg/L
573.15605	cefepime	S	Broth dilution		
573.13140	cefepime	S	Broth dilution	<=1	mg/L
573.13209	cefepime	R	Broth dilution	>16	mg/L
573.24422	cefepime	R	Broth dilution	32	mg/L
573.13797	cefepime	R	Broth dilution	>16	mg/L
573.48986	cefepime	R	Computational Prediction		
573.49011	cefepime	R	Computational Prediction		
573.5647	cefepime	R	Broth dilution	>64	mg/L
573.13971	cefepime	R	Broth dilution	>16	mg/L
573.12994	cefepime	R	Broth dilution	16	mg/L
573.48172	cefepime	R	Computational Prediction		
573.48988	cefepime	S	Computational Prediction		
573.14047	cefepime	R	Broth dilution	>16	mg/L
573.24406	cefepime	R	Broth dilution	32	mg/L
573.48182	cefepime	R	Computational Prediction		
573.26079	cefepime	S	Broth dilution		
573.14379	cefepime	R	Broth dilution	>16	mg/L
573.26093	cefepime	S	Broth dilution		
573.12969	cefepime	R	Broth dilution	16	mg/L
573.12984	cefepime	S	Broth dilution	<=0.5	mg/L
573.13720	cefepime	R	Broth dilution	>16	mg/L
573.12882	cefepime	S	Broth dilution	<=0.5	mg/L
573.13998	cefepime	R	Broth dilution	>16	mg/L
573.13838	cefepime	S	Broth dilution	2	mg/L
573.48250	cefepime	R	Computational Prediction		
573.50549	cefepime	S	Computational Prediction		
573.50514	cefepime	R	Computational Prediction		
573.13811	cefepime	S	Broth dilution	<=1	mg/L
573.49033	cefepime	S	Computational Prediction		
573.14286	cefepime	S	Broth dilution	<=1	mg/L
573.34248	cefepime	S	Broth dilution		
573.14208	cefepime	R	Broth dilution	16	mg/L
573.13432	cefepime	R	Broth dilution	>16	mg/L
573.13001	cefepime	R	Broth dilution	>16	mg/L
573.26189	cefepime	S	Broth dilution		
573.49093	cefepime	S	Computational Prediction		
573.13260	cefepime	S	Broth dilution	<=1	mg/L
573.14276	cefepime	S	Broth dilution	<=1	mg/L
573.14416	cefepime	R	Broth dilution	>16	mg/L
573.12862	cefepime	S	Broth dilution	1	mg/L
573.12906	cefepime	S	Broth dilution	<=0.5	mg/L
573.13633	cefepime	R	Broth dilution	>16	mg/L
573.26217	cefepime	S	Broth dilution		
573.26249	cefepime	S	Broth dilution		
573.48260	cefepime	R	Computational Prediction		
573.15557	cefepime	S	Broth dilution		
573.14313	cefepime	R	Broth dilution	>16	mg/L
573.50556	cefepime	S	Computational Prediction		
573.48982	cefepime	S	Computational Prediction		
573.13685	cefepime	S	Broth dilution	<=1	mg/L
573.26171	cefepime	S	Broth dilution		
573.13654	cefepime	R	Broth dilution	>16	mg/L
573.13668	cefepime	R	Broth dilution	>16	mg/L
573.50593	cefepime	R	Computational Prediction		
573.13777	cefepime	R	Broth dilution	>16	mg/L
573.13095	cefepime	R	Broth dilution	>16	mg/L
573.48206	cefepime	R	Computational Prediction		
573.14297	cefepime	R	Broth dilution	>16	mg/L
573.13225	cefepime	R	Broth dilution	>16	mg/L
573.14106	cefepime	R	Broth dilution	>16	mg/L
573.13322	cefepime	R	Broth dilution	>16	mg/L
573.13763	cefepime	S	Broth dilution	<=1	mg/L
573.48161	cefepime	R	Computational Prediction		
573.50429	cefepime	S	Computational Prediction		
573.24274	cefepime	R	Broth dilution	32	mg/L
573.48050	cefepime	R	Computational Prediction		
573.26263	cefepime	S	Broth dilution		
573.13539	cefepime	R	Broth dilution	>16	mg/L
573.50555	cefepime	S	Computational Prediction		
573.46834	cefepime	R	Broth dilution	>16	mg/L
573.12911	cefepime	S	Broth dilution	<=0.5	mg/L
573.13372	cefepime	R	Broth dilution	>16	mg/L
573.49140	cefepime	R	Computational Prediction		
573.13585	cefepime	R	Broth dilution	>16	mg/L
573.14374	cefepime	R	Broth dilution	>16	mg/L
573.12899	cefepime	R	Broth dilution	>16	mg/L
573.13887	cefepime	R	Broth dilution	>16	mg/L
573.25927	cefepime	S	Broth dilution	==2	mg/L
573.49997	cefepime	R	MIC	>8	mg/L
573.14112	cefepime	R	Broth dilution	>16	mg/L
573.48972	cefepime	R	Computational Prediction		
573.48257	cefepime	R	Computational Prediction		
573.34254	cefepime	S	Broth dilution		
573.13760	cefepime	S	Broth dilution	<=1	mg/L
573.48023	cefepime	S	Computational Prediction		
573.26255	cefepime	S	Broth dilution		
573.13506	cefepime	R	Broth dilution	>16	mg/L
573.13812	cefepime	R	Broth dilution	>16	mg/L
573.12919	cefepime	R	Broth dilution	>16	mg/L
573.23202	cefepime	R	Disk diffusion		
573.13829	cefepime	S	Broth dilution	<=1	mg/L
573.46083	cefepime	S	Broth dilution		
573.13424	cefepime	R	Broth dilution	>16	mg/L
573.15543	cefepime	S	Broth dilution		
573.24268	cefepime	S	Broth dilution	8	mg/L
573.14136	cefepime	R	Broth dilution	>16	mg/L
573.48995	cefepime	R	Computational Prediction		
573.48967	cefepime	S	Computational Prediction		
573.48222	cefepime	R	Computational Prediction		
573.13742	cefepime	R	Broth dilution	>16	mg/L
573.14424	cefepime	R	Broth dilution	>16	mg/L
573.14198	cefepime	R	Broth dilution	16	mg/L
573.13615	cefepime	R	Broth dilution	>16	mg/L
573.13666	cefepime	R	Broth dilution	>16	mg/L
573.13831	cefepime	R	Broth dilution	>16	mg/L
573.48042	cefepime	R	Computational Prediction		
573.14169	cefepime	R	Broth dilution	>16	mg/L
573.12964	cefepime	S	Broth dilution	2	mg/L
573.15609	cefepime	S	Broth dilution		
573.23218	cefepime	R	Disk diffusion		
573.14190	cefepime	R	Broth dilution	16	mg/L
573.5638	cefepime	R	Broth dilution	>64	mg/L
573.24280	cefepime	R	Broth dilution	32	mg/L
573.24312	cefepime	R	Broth dilution	64	mg/L
573.26111	cefepime	S	Broth dilution		
573.13486	cefepime	R	Broth dilution	>16	mg/L
573.13471	cefepime	R	Broth dilution	16	mg/L
573.49094	cefepime	S	Computational Prediction		
573.14078	cefepime	R	Broth dilution	>16	mg/L
573.15550	cefepime	S	Broth dilution		
573.14509	cefepime	R	Broth dilution	16	mg/L
573.18093	cefepime	R	Broth dilution	>32	mg/L
573.50605	cefepime	S	Computational Prediction		
573.26244	cefepime	R	Broth dilution		
573.49092	cefepime	S	Computational Prediction		
573.13334	cefepime	S	Broth dilution	<=1	mg/L
573.34237	cefepime	S	Broth dilution		
573.12967	cefepime	S	Broth dilution	<=0.5	mg/L
573.50471	cefepime	R	Computational Prediction		
573.14382	cefepime	R	Broth dilution	>16	mg/L
573.49056	cefepime	R	Computational Prediction		
573.48969	cefepime	R	Computational Prediction		
573.13451	cefepime	R	Broth dilution	>16	mg/L
573.15537	cefepime	S	Broth dilution		
573.14146	cefepime	R	Broth dilution	>16	mg/L
573.14335	cefepime	R	Broth dilution	>16	mg/L
573.13276	cefepime	S	Broth dilution	<=1	mg/L
573.13704	cefepime	R	Broth dilution	>16	mg/L
573.15577	cefepime	S	Broth dilution		
573.48091	cefepime	R	Computational Prediction		
573.13175	cefepime	R	Broth dilution	>16	mg/L
573.13004	cefepime	S	Broth dilution	<=0.5	mg/L
573.50513	cefepime	R	Computational Prediction		
573.26076	cefepime	S	Broth dilution		
573.14469	cefepime	R	Broth dilution	>16	mg/L
573.14452	cefepime	S	Broth dilution	<=1	mg/L
573.49019	cefepime	S	Computational Prediction		
573.12957	cefepime	R	Broth dilution	>16	mg/L
573.13316	cefepime	R	Broth dilution	>16	mg/L
573.13656	cefepime	S	Broth dilution	<=1	mg/L
573.14334	cefepime	R	Broth dilution	>16	mg/L
573.14426	cefepime	S	Broth dilution	<=1	mg/L
573.46851	cefepime	R	Broth dilution	>16	mg/L
573.46080	cefepime	S	Broth dilution		
573.13036	cefepime	R	Broth dilution	>16	mg/L
573.24444	cefepime	R	Broth dilution	32	mg/L
573.13394	cefepime	R	Broth dilution	>16	mg/L
573.13828	cefepime	R	Broth dilution	>16	mg/L
573.48177	cefepime	R	Computational Prediction		
573.41145	cefepime	S	Broth dilution	<=12	mg/L
573.40433	cefepime	S	Broth dilution	<=12	mg/L
573.41126	cefepime	S	Broth dilution	<=12	mg/L
573.42003	cefepime	S	Broth dilution	<=12	mg/L
573.44082	cefepime	R	MIC	>=32	mg/L
573.44121	cefepime	R	MIC	>=32	mg/L
573.44086	cefepime	R	MIC	>=32	mg/L
573.42921	cefepime	R	MIC	>=32	mg/L
573.41991	cefepime	R	Broth dilution	>=32	mg/L
573.41085	cefepime	S	Broth dilution	<=12	mg/L
573.41935	cefepime	R	Broth dilution	>=32	mg/L
573.42907	cefepime	R	MIC	>=32	mg/L
573.41165	cefepime	R	Broth dilution	>=32	mg/L
573.44056	cefepime	R	MIC	>=32	mg/L
573.42920	cefepime	S	MIC	<=12	mg/L
573.40401	cefepime	R	Broth dilution	>=32	mg/L
573.40402	cefepime	S	Broth dilution	<=12	mg/L
573.42958	cefepime	R	MIC	>=32	mg/L
573.41965	cefepime	S	Broth dilution	<=12	mg/L
573.41167	cefepime	S	Broth dilution	<=12	mg/L
573.40368	cefepime	R	Broth dilution	>=32	mg/L
573.40436	cefepime	S	Broth dilution	<=12	mg/L
573.42025	cefepime	R	Broth dilution	>=32	mg/L
573.44077	cefepime	R	MIC	>=32	mg/L
573.44145	cefepime	S	MIC	<=12	mg/L
573.40424	cefepime	S	Broth dilution	<=12	mg/L
573.41961	cefepime	S	Broth dilution	==2	mg/L
573.41953	cefepime	S	Broth dilution	<=12	mg/L
573.40390	cefepime	R	Broth dilution	>=32	mg/L
573.40385	cefepime	R	Broth dilution	>=32	mg/L
573.42020	cefepime	R	Broth dilution	>=32	mg/L
573.42891	cefepime	R	MIC	>=32	mg/L
573.44090	cefepime	R	MIC	>=32	mg/L
573.40430	cefepime	R	Broth dilution	>=32	mg/L
573.41143	cefepime	R	Broth dilution	>=32	mg/L
573.40431	cefepime	R	Broth dilution	>=32	mg/L
573.42005	cefepime	S	Broth dilution	<=12	mg/L
573.44105	cefepime	S	MIC	==1	mg/L
573.44126	cefepime	S	MIC	<=12	mg/L
573.41101	cefepime	S	Broth dilution	==2	mg/L
573.41988	cefepime	S	Broth dilution	<=12	mg/L
573.44087	cefepime	R	MIC	>=32	mg/L
573.42002	cefepime	S	Broth dilution	<=12	mg/L
573.41959	cefepime	S	Broth dilution	<=12	mg/L
573.42931	cefepime	S	MIC	<=12	mg/L
573.40421	cefepime	R	Broth dilution	>=32	mg/L
573.41163	cefepime	S	Broth dilution	<=12	mg/L
573.44104	cefepime	R	MIC	>=32	mg/L
573.41945	cefepime	R	Broth dilution	>=32	mg/L
573.42923	cefepime	R	MIC	>=32	mg/L
573.41968	cefepime	R	Broth dilution	>=32	mg/L
573.44073	cefepime	R	MIC	>=32	mg/L
573.40418	cefepime	S	Broth dilution	<=12	mg/L
573.42911	cefepime	R	MIC	>=32	mg/L
573.41962	cefepime	R	Broth dilution	>=32	mg/L
573.41995	cefepime	R	Broth dilution	>=32	mg/L
573.41107	cefepime	R	Broth dilution	>=32	mg/L
573.41993	cefepime	R	Broth dilution	>=32	mg/L
573.40441	cefepime	R	Broth dilution	>=32	mg/L
573.40386	cefepime	R	Broth dilution	>=32	mg/L
573.41168	cefepime	R	Broth dilution	>=32	mg/L
573.41142	cefepime	S	Broth dilution	<=12	mg/L
573.41956	cefepime	S	Broth dilution	==2	mg/L
573.40384	cefepime	R	Broth dilution	>=32	mg/L
573.40405	cefepime	R	Broth dilution	>=32	mg/L
573.42919	cefepime	R	MIC	>=32	mg/L
573.40440	cefepime	R	Broth dilution	>=32	mg/L
573.41979	cefepime	R	Broth dilution	>=32	mg/L
573.41099	cefepime	R	Broth dilution	>=32	mg/L
573.41109	cefepime	R	Broth dilution	>=32	mg/L
573.42933	cefepime	R	MIC	>=32	mg/L
573.41121	cefepime	R	Broth dilution	>=32	mg/L
573.42949	cefepime	R	MIC	>=32	mg/L
573.44108	cefepime	R	MIC	>=32	mg/L
573.44142	cefepime	S	MIC	==2	mg/L
573.42012	cefepime	R	Broth dilution	>=32	mg/L
573.44112	cefepime	S	MIC	<=12	mg/L
573.41941	cefepime	R	Broth dilution	>=32	mg/L
573.41081	cefepime	S	Broth dilution	<=12	mg/L
573.44619	cefepime	R	MIC	>=32	mg/L
573.40374	cefepime	R	Broth dilution	>=32	mg/L
573.41955	cefepime	R	Broth dilution	>=32	mg/L
573.44062	cefepime	S	MIC	<=12	mg/L
573.44132	cefepime	S	MIC	<=12	mg/L
573.41947	cefepime	S	Broth dilution	<=12	mg/L
573.41981	cefepime	R	Broth dilution	>=32	mg/L
573.42900	cefepime	S	MIC	==2	mg/L
573.41086	cefepime	R	Broth dilution	>=32	mg/L
573.40372	cefepime	S	Broth dilution	<=12	mg/L
573.41992	cefepime	S	Broth dilution	==1	mg/L
573.42883	cefepime	S	MIC	<=12	mg/L
573.41996	cefepime	R	Broth dilution	>=32	mg/L
573.40398	cefepime	R	Broth dilution	>=32	mg/L
573.44124	cefepime	R	MIC	>=32	mg/L
573.41100	cefepime	R	Broth dilution	>=32	mg/L
573.42016	cefepime	S	Broth dilution	<=12	mg/L
573.42894	cefepime	R	MIC	>=32	mg/L
573.42029	cefepime	S	Broth dilution	==2	mg/L
573.41980	cefepime	R	Broth dilution	>=32	mg/L
573.41176	cefepime	R	Broth dilution	>=32	mg/L
573.44140	cefepime	S	MIC	==1	mg/L
573.44128	cefepime	S	MIC	==2	mg/L
573.41976	cefepime	R	Broth dilution	>=32	mg/L
573.40416	cefepime	R	Broth dilution	>=32	mg/L
573.44138	cefepime	R	MIC	>=32	mg/L
573.41118	cefepime	R	Broth dilution	>=32	mg/L
573.44122	cefepime	S	MIC	<=12	mg/L
573.40375	cefepime	S	Broth dilution	<=12	mg/L
573.42885	cefepime	R	MIC	>=32	mg/L
573.41936	cefepime	S	Broth dilution	<=12	mg/L
573.42007	cefepime	S	Broth dilution	<=12	mg/L
573.41156	cefepime	S	Broth dilution	<=12	mg/L
573.40445	cefepime	R	Broth dilution	>=32	mg/L
573.44094	cefepime	R	MIC	>=32	mg/L
573.40425	cefepime	S	Broth dilution	<=12	mg/L
573.40371	cefepime	R	Broth dilution	>=32	mg/L
573.42880	cefepime	R	MIC	>=32	mg/L
573.41998	cefepime	S	Broth dilution	<=12	mg/L
573.44125	cefepime	R	MIC	>=32	mg/L
573.40443	cefepime	R	Broth dilution	>=32	mg/L
573.44053	cefepime	S	MIC	<=12	mg/L
573.40410	cefepime	R	Broth dilution	>=32	mg/L
573.41090	cefepime	R	Broth dilution	>=32	mg/L
573.40428	cefepime	R	Broth dilution	>=32	mg/L
573.44070	cefepime	R	MIC	>=32	mg/L
573.41294	cefepime	R	Broth dilution	>=32	mg/L
573.40400	cefepime	R	Broth dilution	>=32	mg/L
573.41141	cefepime	R	Broth dilution	>=32	mg/L
573.42895	cefepime	S	MIC	==2	mg/L
573.42890	cefepime	S	MIC	<=12	mg/L
573.44099	cefepime	R	MIC	>=32	mg/L
573.40397	cefepime	S	Broth dilution	<=12	mg/L
573.41088	cefepime	S	Broth dilution	<=12	mg/L
573.42918	cefepime	R	MIC	>=32	mg/L
573.41139	cefepime	R	Broth dilution	>=32	mg/L
573.42004	cefepime	S	Broth dilution	<=12	mg/L
573.41140	cefepime	R	Broth dilution	>=32	mg/L
573.42903	cefepime	R	MIC	>=32	mg/L
573.40379	cefepime	R	Broth dilution	>=32	mg/L
573.42946	cefepime	S	MIC	<=12	mg/L
573.44092	cefepime	R	MIC	>=32	mg/L
573.42965	cefepime	R	MIC	>=32	mg/L
573.43106	cefepime	S	MIC	==2	mg/L
573.42932	cefepime	R	MIC	>=32	mg/L
573.41999	cefepime	S	Broth dilution	<=12	mg/L
573.40380	cefepime	R	Broth dilution	>=32	mg/L
573.42908	cefepime	R	MIC	>=32	mg/L
573.42897	cefepime	R	MIC	>=32	mg/L
573.42953	cefepime	S	MIC	<=12	mg/L
573.40373	cefepime	S	Broth dilution	<=12	mg/L
573.44130	cefepime	S	MIC	<=12	mg/L
573.44091	cefepime	S	MIC	<=12	mg/L
573.40376	cefepime	R	Broth dilution	>=32	mg/L
573.41134	cefepime	S	Broth dilution	<=12	mg/L
573.44131	cefepime	R	MIC	>=32	mg/L
573.41161	cefepime	S	Broth dilution	==2	mg/L
573.44063	cefepime	S	MIC	<=12	mg/L
573.41944	cefepime	S	Broth dilution	<=12	mg/L
573.42961	cefepime	R	MIC	>=32	mg/L
573.42930	cefepime	R	MIC	>=32	mg/L
573.41971	cefepime	R	Broth dilution	>=32	mg/L
573.40432	cefepime	R	Broth dilution	>=32	mg/L
573.42021	cefepime	R	Broth dilution	>=32	mg/L
573.41112	cefepime	S	Broth dilution	<=12	mg/L
573.40361	cefepime	S	Broth dilution	<=12	mg/L
573.42886	cefepime	S	MIC	<=12	mg/L
573.41110	cefepime	S	Broth dilution	<=12	mg/L
573.41950	cefepime	S	Broth dilution	<=12	mg/L
573.41160	cefepime	S	Broth dilution	<=12	mg/L
573.41153	cefepime	S	Broth dilution	<=12	mg/L
573.40399	cefepime	R	Broth dilution	>=32	mg/L
573.41111	cefepime	R	Broth dilution	>=32	mg/L
573.42898	cefepime	S	MIC	<=12	mg/L
573.42909	cefepime	R	MIC	>=32	mg/L
573.41983	cefepime	R	Broth dilution	>=32	mg/L
573.41091	cefepime	S	Broth dilution	<=12	mg/L
573.41096	cefepime	S	Broth dilution	<=12	mg/L
573.40446	cefepime	R	Broth dilution	>=32	mg/L
573.42950	cefepime	S	MIC	<=12	mg/L
573.42089	cefepime	R	Broth dilution	>=32	mg/L
573.42094	cefepime	R	Broth dilution	>=32	mg/L
573.41095	cefepime	S	Broth dilution	<=12	mg/L
573.42015	cefepime	S	Broth dilution	==2	mg/L
573.40434	cefepime	S	Broth dilution	<=12	mg/L
573.40409	cefepime	S	Broth dilution	<=12	mg/L
573.40383	cefepime	S	Broth dilution	==2	mg/L
573.42014	cefepime	S	Broth dilution	<=12	mg/L
573.41171	cefepime	S	Broth dilution	==1	mg/L
573.42962	cefepime	R	MIC	>=32	mg/L
573.42901	cefepime	R	MIC	>=32	mg/L
573.42031	cefepime	S	Broth dilution	<=12	mg/L
573.42888	cefepime	R	MIC	>=32	mg/L
573.40359	cefepime	S	Broth dilution	<=12	mg/L
573.42098	cefepime	S	Broth dilution	==2	mg/L
573.42027	cefepime	S	Broth dilution	==1	mg/L
573.42959	cefepime	S	MIC	<=12	mg/L
573.41946	cefepime	S	Broth dilution	<=12	mg/L
573.42876	cefepime	S	MIC	<=12	mg/L
573.40394	cefepime	R	Broth dilution	>=32	mg/L
573.42892	cefepime	S	MIC	<=12	mg/L
573.44118	cefepime	S	MIC	<=12	mg/L
573.42957	cefepime	R	MIC	>=32	mg/L
573.40412	cefepime	R	Broth dilution	>=32	mg/L
573.41974	cefepime	R	Broth dilution	>=32	mg/L
573.41106	cefepime	R	Broth dilution	>=32	mg/L
573.40420	cefepime	R	Broth dilution	>=32	mg/L
573.41155	cefepime	R	Broth dilution	>=32	mg/L
573.41939	cefepime	S	Broth dilution	<=12	mg/L
573.44137	cefepime	R	MIC	>=32	mg/L
573.41154	cefepime	R	Broth dilution	>=32	mg/L
573.42964	cefepime	S	MIC	==1	mg/L
573.42917	cefepime	R	MIC	>=32	mg/L
573.40388	cefepime	S	Broth dilution	<=12	mg/L
573.44080	cefepime	S	MIC	<=12	mg/L
573.44089	cefepime	R	MIC	>=32	mg/L
573.41125	cefepime	R	Broth dilution	>=32	mg/L
573.44067	cefepime	R	MIC	>=32	mg/L
573.41098	cefepime	S	Broth dilution	<=12	mg/L
573.42017	cefepime	S	Broth dilution	<=12	mg/L
573.41084	cefepime	S	Broth dilution	<=12	mg/L
573.40403	cefepime	R	Broth dilution	>=32	mg/L
573.42010	cefepime	R	Broth dilution	>=32	mg/L
573.42938	cefepime	R	MIC	>=32	mg/L
573.42944	cefepime	S	MIC	<=12	mg/L
573.42024	cefepime	R	Broth dilution	>=32	mg/L
573.42927	cefepime	R	MIC	>=32	mg/L
573.41982	cefepime	R	Broth dilution	>=32	mg/L
573.43102	cefepime	R	MIC	>=32	mg/L
573.44085	cefepime	R	MIC	>=32	mg/L
573.41986	cefepime	R	Broth dilution	>=32	mg/L
573.42934	cefepime	S	MIC	<=12	mg/L
573.44113	cefepime	R	MIC	>=32	mg/L
573.41162	cefepime	S	Broth dilution	<=12	mg/L
573.44059	cefepime	S	MIC	<=12	mg/L
573.41120	cefepime	R	Broth dilution	>=32	mg/L
573.41129	cefepime	S	Broth dilution	<=12	mg/L
573.44618	cefepime	R	MIC	>=32	mg/L
573.41157	cefepime	S	Broth dilution	<=12	mg/L
573.40411	cefepime	S	Broth dilution	==1	mg/L
573.42008	cefepime	R	Broth dilution	>=32	mg/L
573.40437	cefepime	S	Broth dilution	<=12	mg/L
573.42913	cefepime	R	MIC	>=32	mg/L
573.40422	cefepime	S	Broth dilution	<=12	mg/L
573.40370	cefepime	S	Broth dilution	<=12	mg/L
573.44135	cefepime	S	MIC	<=12	mg/L
573.42945	cefepime	R	MIC	>=32	mg/L
573.41108	cefepime	R	Broth dilution	>=32	mg/L
573.41131	cefepime	R	Broth dilution	>=32	mg/L
573.42881	cefepime	R	MIC	>=32	mg/L
573.42902	cefepime	R	MIC	>=32	mg/L
573.42916	cefepime	R	MIC	>=32	mg/L
573.42937	cefepime	R	MIC	>=32	mg/L
573.41087	cefepime	R	Broth dilution	>=32	mg/L
573.42951	cefepime	S	MIC	<=12	mg/L
573.44071	cefepime	S	MIC	==2	mg/L
573.44083	cefepime	R	MIC	>=32	mg/L
573.42032	cefepime	S	Broth dilution	<=12	mg/L
573.40404	cefepime	R	Broth dilution	>=32	mg/L
573.44111	cefepime	S	MIC	<=12	mg/L
573.44116	cefepime	S	MIC	<=12	mg/L
573.42952	cefepime	S	MIC	==2	mg/L
573.44064	cefepime	R	MIC	>=32	mg/L
573.40369	cefepime	S	Broth dilution	<=12	mg/L
573.42093	cefepime	R	Broth dilution	>=32	mg/L
573.44144	cefepime	S	MIC	<=12	mg/L
573.42879	cefepime	S	MIC	<=12	mg/L
573.41970	cefepime	R	Broth dilution	>=32	mg/L
573.40392	cefepime	R	Broth dilution	>=32	mg/L
573.41148	cefepime	S	Broth dilution	<=12	mg/L
573.41297	cefepime	S	Broth dilution	<=12	mg/L
573.42905	cefepime	S	MIC	<=12	mg/L
573.44098	cefepime	R	MIC	>=32	mg/L
573.42875	cefepime	R	MIC	>=32	mg/L
573.41295	cefepime	R	Broth dilution	>=32	mg/L
573.44065	cefepime	S	MIC	<=12	mg/L
573.44093	cefepime	R	MIC	>=32	mg/L
573.44088	cefepime	R	MIC	>=32	mg/L
573.44069	cefepime	R	MIC	>=32	mg/L
573.40448	cefepime	R	Broth dilution	>=32	mg/L
573.41133	cefepime	R	Broth dilution	>=32	mg/L
573.42914	cefepime	R	MIC	>=32	mg/L
573.41954	cefepime	R	Broth dilution	>=32	mg/L
573.44097	cefepime	R	MIC	>=32	mg/L
573.41296	cefepime	R	Broth dilution	>=32	mg/L
573.41937	cefepime	S	Broth dilution	<=12	mg/L
573.42906	cefepime	R	MIC	>=32	mg/L
573.41117	cefepime	R	Broth dilution	>=32	mg/L
573.41170	cefepime	R	Broth dilution	>=32	mg/L
573.42948	cefepime	R	MIC	>=32	mg/L
573.41124	cefepime	R	Broth dilution	>=32	mg/L
573.40417	cefepime	S	Broth dilution	<=12	mg/L
573.41175	cefepime	S	Broth dilution	<=12	mg/L
573.42942	cefepime	S	MIC	<=12	mg/L
573.44058	cefepime	S	MIC	<=12	mg/L
573.44620	cefepime	R	MIC	>=32	mg/L
573.44141	cefepime	R	MIC	>=32	mg/L
573.44051	cefepime	S	MIC	<=12	mg/L
573.41137	cefepime	S	Broth dilution	==1	mg/L
573.40395	cefepime	R	Broth dilution	>=32	mg/L
573.42947	cefepime	R	MIC	>=32	mg/L
573.41114	cefepime	R	Broth dilution	>=32	mg/L
573.42922	cefepime	R	MIC	>=32	mg/L
